video,class,actual,predicted,confidence,frame,classification
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__110D-1- mos_20230728125258979.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__112H-4- mos_20230728142940155.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Prisoner Uniform,1.0,1,0.890423059463501,16.0,TP
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__112P-5- mos_20230728143243774.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__113-FS1d_20230728151456515.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__113M-2-  mos_20230728151659443.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__114H-2- mos_20230815163819362.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__2000-8- mos_20230815195906019.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__201B-1-_20230728112433834.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TVA Uniform,1.0,0,0.0,,FN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TemPad,1.0,1,0.9425643682479858,3.0,TP
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__205A-1ng_b REH_20230815183433032.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Loki's Variant uniform,1.0,1,0.8125681281089783,16.0,TP
Scenes 001-020__206B-1_20230815190937932.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__206B-1_20230815190937932.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Boastful Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Classic Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Kid Loki Armor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Loki's Armor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Loki's Variant uniform,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Loki's dagger,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Sylvie's Armor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Sylvie's horned headpiece,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Sylvie's machete,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TVA Collar,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TVA Monitor,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TVA Prisoner Uniform,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TVA Uniform,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TemPad,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,Time Stick,0.0,0,0.0,,TN
Scenes 001-020__211B-1-_20230815190317386.mp4,TimeSpear,0.0,0,0.0,,TN
Scenes 001-020__211J-2-_20230815190510721.mp4,Aligator Loki Plushie,0.0,0,0.0,,TN
